OBJECTID,HSISID,Name,Address1,Address2,City,State,PostalCode,PhoneNumber,RestaurantOpenDate,FacilityType,X,Y,GeocodeStatus
2401,04092014443,Dominic`s NY Pizzeria,5911 Poyner Village Pkwy,,RALEIGH,NC,27616,(919) 878-7782,2005-12-02T00:00:00.000Z,Restaurant,-78.570194055007,35.8643743365418,M
2402,04092015530,SUBWAY #3726,12233 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 556-8266,2009-12-11T00:00:00.000Z,Restaurant,-78.54097554732,35.980873561264,M
2403,04092015554,BUKU,110 E DAVIE ST ,TWO PROGRESS PLAZA,RALEIGH,NC,27601,(919) 834-6963,2010-01-21T00:00:00.000Z,Restaurant,-78.6376257697383,35.7751805343998,M
2404,04092016891,DUNKIN' DONUTS #348417,3817 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 858-6501,2015-04-08T00:00:00.000Z,Restaurant,-78.6889391219088,35.7843691231575,M
2405,04092016895,FIRST WATCH #517,6320-130 CAPITAL BLVD.,,RALEIGH,NC,27616,,2015-03-20T00:00:00.000Z,Restaurant,-78.5801148736413,35.8710768852461,M
2406,04092021845,Walnut Creek East Main Concesion,3801  Rock Quarry RD ,,RALEIGH,NC,27601,(727) 481-1436,2015-04-29T00:00:00.000Z,Food Stand,-78.5788484526808,35.750184393619,M
2407,04092021864,FOOD LION #938 PRODUCE,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1175,2015-07-29T00:00:00.000Z,Food Stand,-78.8368709511897,35.6596605645992,M
2408,04092021869,FOOD LION #757 PRODUCE,1100-122 RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 829-7077,2015-08-19T00:00:00.000Z,Food Stand,-78.6127755836993,35.7943047673474,M
2409,04092021868,FOOD LION #1491 PRODUCE,3151-113 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 790-6728,2015-08-27T00:00:00.000Z,Food Stand,-78.5894621659243,35.8224194178009,M
2410,04092021870,FOOD LION #906 PRODUCE,12295 CAPITAL BLVD ,,RALEIGH,NC,27587,(919) 554-1204,2015-09-03T00:00:00.000Z,Food Stand,-78.5390399079024,35.9816633191702,M
2411,04092021831,"HARRIS TEETER #319 MEAT &amp; SEAFOOD",2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,-78.6797139243176,35.8573724741245,M
2412,04092016883,"HAMPTON INN &amp; SUITES",3621 SPRING FOREST ROAD,,RALEIGH,NC,27616,(919) 872-7111,2015-03-06T00:00:00.000Z,Restaurant,-78.5789558543079,35.8559520391032,M
2413,04092016029,HIBACHI K EXPRESS,4001 WIDE WATERS SUITE B PKY ,,KNIGHTDALE,NC,27545,(919) 480-4016,2011-10-27T00:00:00.000Z,Restaurant,-78.5051559607241,35.7951167769852,M
2414,04092016769,SMITHFIELD'S CHICKEN N BAR-B-QUE,1440 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 557-2400,2014-10-10T00:00:00.000Z,Restaurant,-78.7746327870692,35.5944652851038,M
2415,04092015086,BRUEGGERS BAGELS #192,9704 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 846-0183,2008-03-20T00:00:00.000Z,Restaurant,-78.6572953868678,35.9023233302719,M
2416,04092015099,Subway #41217,8410-140 Louisburg RD ,,RALEIGH,NC,27616,(919) 266-0300,2008-03-25T00:00:00.000Z,Restaurant,-78.5112557774368,35.8940048471595,M
2417,04092014959,Hardee`s #1216,216 E Roosevelt AVE ,,WAKE FOREST,NC,27587,(919) 556-1455,2007-09-18T00:00:00.000Z,Restaurant,-78.5086835117549,35.9788399702236,M
2418,04092016155,DAILY PLANET CAFE,11   W JONES ST ,STE 1509,RALEIGH,NC,27601,(919) 707-8060,2012-04-12T00:00:00.000Z,Restaurant,-78.639430831557,35.7822051085217,M
2419,04092016762,THE HOP YARD,1141 FALLS RIVER AVE.,STE. 122,RALEIGH,NC,27614,(919) 971-0631,2014-09-24T00:00:00.000Z,Restaurant,-78.5887744377209,35.9071886296819,M
2420,04092016768,LENOVO BUILDING 8 CAFETERIA,8001 DEVELOPMENT DRIVE,,MORRISVILLE,NC,27560,(919) 237-8600,2014-09-26T00:00:00.000Z,Restaurant,-78.8782509468553,35.8644839334043,M
2421,04092013309,Bojangles' #27,3920 Jones Sausage RD ,,RALEIGH,NC,27610,(919) 662-1621,2001-04-23T00:00:00.000Z,Restaurant,0,0,U
2422,04092013252,MacGregor Draft House,107 S Edinburgh St ,Suite 120,CARY,NC,27511,(919) 461-1633,2001-01-02T00:00:00.000Z,Restaurant,0,0,U
2423,04092021848,BRAGG STREET C STORE,511 BRAGG ST ,,RALEIGH,NC,27601,(919) 733-4000,2015-04-17T00:00:00.000Z,Food Stand,-78.6319819961281,35.7658748394253,M
2424,04092016927,SHEETZ 555,4010 CONVENIENCE LN ,,CARY,NC,27519,(919) 316-7779,2015-04-24T00:00:00.000Z,Restaurant,-78.8947681524936,35.8602402389655,M
2425,04092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007-10-25T00:00:00.000Z,Restaurant,-78.6610580332553,35.7914960338747,M
2426,04092021814,HARRIS TEETER #430 - DELI,885 WALNUT ST.,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Food Stand,-78.7656009117055,35.7748675812593,M
2427,04092160075,HILLTOP HOME KITCHEN,2820 KIDD RD ,,RALEIGH,NC,27610,(919) 231-8315,2011-08-26T00:00:00.000Z,Institutional Food Service,-78.5890505995437,35.7775138991609,M
2428,04092016657,CITY BARBECUE,1305 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 439-5191,2014-03-28T00:00:00.000Z,Restaurant,-78.7833332252038,35.7616463464582,M
2429,04092016069,SUBWAY #29952,5412 APEX PEAKWAY ,,RALEIGH,NC,27502,(919) 362-7976,2011-12-15T00:00:00.000Z,Restaurant,0,0,U
2430,04092016161,HIBACHI 88,3416 POOLE RD ,,RALEIGH,NC,27610,(919) 231-1688,2012-04-18T00:00:00.000Z,Restaurant,-78.5795326059797,35.7672457084096,M
2431,04092016779,T. MAC,309 COLONADES WAY,,CARY,NC,27518,(919) 987-8619,2014-10-02T00:00:00.000Z,Restaurant,-78.779433087855,35.7390947799891,M
2432,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Food Stand,-78.7656009117055,35.7748675812593,M
2433,04092016785,"BEDFORD BISTRO &amp; BAR",3607 FALLS RIVER  AVE ,STE 101,RALEIGH,NC,27614,(919) 720-4480,2014-10-24T00:00:00.000Z,Restaurant,-78.5649725704961,35.9295896908948,M
2434,04092016722,Lucky Chicken II,1851 N. Harrison Avenue,,CARY,NC,27513,(919) 678-3153,2014-07-08T00:00:00.000Z,Restaurant,-78.767739470871,35.830152946597,M
2435,04092016982,FIVE GUYS #1728,150 CABELA DR ,,GARNER,NC,27529,(919) 772-7338,2015-07-06T00:00:00.000Z,Restaurant,-78.583562100939,35.6979919411742,M
2436,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015-06-12T00:00:00.000Z,Restaurant,-78.3185838149664,35.8322881155195,M
2437,04092016975,MCDONALDS #3259,869 SE MAYNARD RD,,CARY,NC,27511-4205,(919) 467-3883,2015-07-14T00:00:00.000Z,Restaurant,-78.7646470910372,35.7763080988001,M
2438,04092013271,Hayes Barton Cafe & Dessertery,2000 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 856-8551,2001-01-24T00:00:00.000Z,Restaurant,-78.6463231690308,35.8045275797529,M
2439,04092021088,Lowes Foods #185 Produce,1845 AVERSBORO RD ,,GARNER,NC,27529-4836,(919) 779-9907,2001-08-31T00:00:00.000Z,Food Stand,-78.6158397593161,35.6850666583711,M
2440,04092017345,SUBWAY #25595,10760 Wakefield Commons DR ,Suite 103,RALEIGH,NC,27614,(919) 453-2783,2016-10-28T00:00:00.000Z,Restaurant,-78.5408878070151,35.9427983289421,M
2441,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016-12-08T00:00:00.000Z,Restaurant,-78.660257343046,35.7899672953823,M
2442,04092021923,THE SPLASH CAFE (TRIANGLE AQUATIC CENTER),275 CONVENTION DR ,,CARY,NC,27511,(919) 229-8500,2015-12-21T00:00:00.000Z,Food Stand,-78.7542854103121,35.7764854485754,M
2443,04092016216,ASUKA,2101 S MAIN ST ,STE 104,WAKE FOREST,NC,27587,(919) 570-2828,2012-07-09T00:00:00.000Z,Restaurant,-78.533100762908,35.9480211140527,M
2444,04092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008-03-28T00:00:00.000Z,Restaurant,-78.6796975334144,35.8894434323689,M
2445,04092015129,Caribbean Cafe,2645-D E Millbrook RD ,,RALEIGH,NC,27604,(919) 872-4858,2008-05-01T00:00:00.000Z,Restaurant,-78.5905395014679,35.8484697402253,M
2446,04092015618,HIBACHI 101,7870 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 569-2888,2010-04-22T00:00:00.000Z,Restaurant,-78.7769563148634,35.9142437446481,M
2447,04092016794,ALEXANDER'S MEDITERRANEAN CUISINE,263 W TIMBER DR ,,GARNER,NC,27529,(919) 779-1183,2014-11-04T00:00:00.000Z,Restaurant,-78.6061310097343,35.6850072352854,M
2448,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015-02-05T00:00:00.000Z,Restaurant,-78.7683811036956,35.8004360516225,M
2449,04092013423,John Deere Cafe,2000 EVANS RD,,CARY,NC,27513-2008,(919) 804-2509,2001-10-03T00:00:00.000Z,Restaurant,-78.8008708939299,35.8227392091426,M
2450,04092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,,RALEIGH,NC,27604-3754,(919) 790-3808,2013-01-08T00:00:00.000Z,Restaurant,-78.5893461938461,35.8202786446224,M
2451,04092021598,JIMMY JOHN`S #1025,437 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 754-0101,2009-12-01T00:00:00.000Z,Food Stand,-78.6393641386815,35.7744099444598,M
2452,04092300245,S-MART MEAT MARKET,1000 RYAN  RD ,,CARY,NC,27511,(919) 469-0559,2009-11-17T00:00:00.000Z,Meat Market,-78.7667713241985,35.7767481496216,M
2453,04092015578,CANTINA 18,433  DANIELS  ST ,,RALEIGH,NC,27605,(919) 835-9911,2010-03-04T00:00:00.000Z,Restaurant,-78.6615733434747,35.7900107902436,M
2454,04092016177,TRAVINIA ITALIAN KITCHEN,1301 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 467-1718,2012-04-27T00:00:00.000Z,Restaurant,-78.8167602310106,35.8045437821119,M
2455,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012-05-22T00:00:00.000Z,Meat Market,-78.7651415525051,35.7915724137677,M
2456,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014-12-17T00:00:00.000Z,Restaurant,-78.7038343048425,35.8559399511836,M
2457,04092016852,ISTANBUL RESTAURANT,914 KILDAIRE FARM  RD ,,CARY,NC,27511-3923,(919) 651-9608,2015-01-26T00:00:00.000Z,Restaurant,-78.7820624981325,35.773350585003,M
2458,04092016736,Clouds Brewing,126 N. West Street,,RALEIGH,NC,27603,(919) 307-8335,2014-08-22T00:00:00.000Z,Restaurant,-78.6453707469785,35.7823767144165,M
2459,04092016742,World of Beer,2036 Renaissance Park Place,,Cary,NC,27513,(919) 234-0088,2014-08-29T00:00:00.000Z,Restaurant,-78.771156556573,35.8269988140853,M
2460,04092030294,FUZZY'S EMPANADAS (WCID #542),218 S WHITE ST ,,WAKE FOREST,NC,27587,,2015-11-18T00:00:00.000Z,Mobile Food Units,-78.5101655250166,35.9775008071012,M
2461,04092017108,THE PHO PLACE,3607 FALLS RIVER  AVE ,STE 117,RALEIGH,NC,27614,(919) 747-9720,2015-12-03T00:00:00.000Z,Restaurant,-78.5649725704961,35.9295896908948,M
2462,04092017105,DUNKIN DONUTS/BASKIN ROBBINS #339085,2727 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2015-12-11T00:00:00.000Z,Restaurant,-78.6017976171579,35.8168495372171,M
2463,04092017117,MY WAY TAVERN,522 ST. MARY'S ST ,,RALEIGH,NC,27605,(919) 900-8273,2015-12-04T00:00:00.000Z,Restaurant,-78.6506042207531,35.7871643462969,M
2464,04092021826,THE WOMANS CLUB KITCHEN,3300 WOMAN`S CLUB DR ,,RALEIGH,NC,27612,(919) 740-5412,2015-01-28T00:00:00.000Z,Food Stand,-78.6647651045137,35.8306633612445,M
2465,04092012079,Target Food Avenue Express,4841 GROVE BARTON RD,,RALEIGH,NC,27613-1900,(919) 785-1803,1997-07-11T00:00:00.000Z,Restaurant,-78.7186632212809,35.8691939967037,M
2466,04092015626,MCDONALDS #13824,101 TIMBER DR ,,GARNER,NC,27529,(919) 662-9804,2010-04-27T00:00:00.000Z,Restaurant,-78.6045026504019,35.6856317658914,M
2467,04092016983,BAR LOUIE,8401 BRIER CREEK PKY ,,RALEIGH,NC,27616,(919) 908-2530,2015-07-24T00:00:00.000Z,Restaurant,-78.7850603295509,35.9072181687907,M
2468,04092021976,SMOOTHIE KING #1376,3001-112 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(989) 269-7823,2016-08-26T00:00:00.000Z,Food Stand,-78.6759772195096,35.7894353751754,M
2469,04092014613,Fiesta Mexicana Restaurante,14460 New Falls Of Neuse Dr,,RALEIGH,NC,27614,(919) 453-1266,2006-05-22T00:00:00.000Z,Restaurant,-78.5436200840924,35.9438660165512,M
2470,04092021867,FOOD LION #1374 PRODUCE,9525 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 676-0141,2015-08-25T00:00:00.000Z,Food Stand,-78.6546114207441,35.8993270167353,M
2471,04092016764,BON APPETIT @ CITRIX,120 S. WEST STREET,,RALEIGH,NC,27601,(919) 582-5557,2014-09-19T00:00:00.000Z,Restaurant,-78.6465447014534,35.7789275976654,M
2472,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,,2014-08-16T00:00:00.000Z,Pushcarts,-78.5389154082737,35.9685499516244,M
2473,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010-06-02T00:00:00.000Z,Restaurant,-78.7764000122276,35.9072687016004,M
2474,04092021613,"SALTWATER SEAFOOD, LLC",4 FENTON ST ,,RALEIGH,NC,27604,(919) 834-1813,2010-05-25T00:00:00.000Z,Food Stand,-78.6209482695314,35.8031013135926,M
2475,04092016001,TASTY BEVERAGE CO,327 W DAVIE ST ,STE 106,RALEIGH,NC,27601,(919) 828-2789,2011-09-15T00:00:00.000Z,Restaurant,-78.6449747245943,35.7752363992197,M
2476,04092016004,PHARAOH'S @ THE MUSEUM,5 EDENTON  ST ,,RALEIGH,NC,27601,,2011-09-20T00:00:00.000Z,Restaurant,-78.6385836858209,35.7818620533781,M
2477,04092016552,MCDONALDS #16917,7991 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 772-4850,2013-12-06T00:00:00.000Z,Restaurant,-78.6986830828315,35.6651046705342,M
2478,04092110485,LACY ELEMENTARY CAFETERIA,2001 LAKE BOONE  TRL ,,RALEIGH,NC,27607,(919) 881-4920,2009-08-14T00:00:00.000Z,Public School Lunchrooms,-78.6807367107036,35.8142234272896,M
2479,04092017047,CHICK-FIL-A #03376,3770 LAKE BOONE TRL ,,RALEIGH,NC,27607,(919) 420-2471,2015-10-01T00:00:00.000Z,Restaurant,-78.6929950021903,35.8167699748342,M
2480,04092017055,FOOD LION #1541 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015-10-13T00:00:00.000Z,Restaurant,-78.8112069933901,35.8045715951488,M
2481,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015-10-15T00:00:00.000Z,Restaurant,-78.8035381279589,35.6044587352967,M
2482,04092020929,Speedway #6983,850 CAPITAL BLVD,,RALEIGH,NC,27603-1108,(919) 832-8478,2000-04-19T00:00:00.000Z,Food Stand,-78.641548510031,35.7924516304191,M
2483,04092015356,CHUBBY`S TACOS,2444 WYCLIFF  RD ,,RALEIGH,NC,27607,(919) 781-4480,2009-03-13T00:00:00.000Z,Restaurant,-78.6929950021903,35.8167699748342,M
2484,04092021733,CARLIE C'S PRODUCE,4111 NEW BERN AVE ,,RALEIGH,NC,27610-1372,(919) 250-7876,2013-01-25T00:00:00.000Z,Food Stand,-78.5652659220836,35.8011422643524,M
2485,04092016150,DAIRY QUEEN ORANGE JULIUS,8321 BRIER CREEK PKY ,STE 101,RALEIGH,NC,27617,(919) 484-2230,2012-05-04T00:00:00.000Z,Restaurant,-78.7833474272368,35.9068507274336,M
2486,04092015995,THE BIG EASY,231 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 468-6007,2011-11-07T00:00:00.000Z,Restaurant,-78.7805745995314,35.8047030004404,M
2487,04092016985,MCDONALD'S #12293,3424 POOLE RD ,,RALEIGH,NC,27610,(919) 250-0072,2015-07-17T00:00:00.000Z,Restaurant,-78.578213378848,35.7674968484322,M
2488,04092016984,RALEIGH BEER GARDEN,614 GLENWOOD AVE ,,RALEIGH,NC,27603,(984) 232-8074,2015-07-15T00:00:00.000Z,Restaurant,-78.6467223561891,35.7880543836597,M
2489,04092014288,Stromboli`s,2900 Spring Forest Rd,,RALEIGH,NC,27616,(919) 876-4222,2005-03-30T00:00:00.000Z,Restaurant,-78.5911417426889,35.8549515604094,M
2490,04092021780,CATERING BY DESIGN,132 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 481-2366,2014-01-16T00:00:00.000Z,Food Stand,-78.7839778567924,35.7697191833792,M
2491,04092016774,BENELUX COFFEE,402-118 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 900-8294,2014-10-02T00:00:00.000Z,Restaurant,-78.6629145040924,35.7894292583292,M
2492,04092021264,Han-Dee Hugo`s #90,3029 Western BLVD ,,RALEIGH,NC,27606,(919) 833-5062,2004-04-14T00:00:00.000Z,Food Stand,-78.6787582162263,35.7816772593774,M
2493,04092016097,HYATT PLACE,710 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 233-2205,2012-01-31T00:00:00.000Z,Restaurant,-78.7380595899293,35.7919116422905,M
2494,04092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-7272,2012-02-16T00:00:00.000Z,Food Stand,-78.8464111789106,35.7904755762642,M
2495,04092015673,SUBWAY #1570,220 E MARTIN ST ,,RALEIGH,NC,27601-1818,(919) 828-4930,2010-07-13T00:00:00.000Z,Restaurant,-78.6356680306238,35.7766081864317,M
2496,04092015861,LUCKY 7,906 NE MAYNARD RD ,,CARY,NC,27513,(919) 380-7550,2011-01-10T00:00:00.000Z,Restaurant,-78.7683811036956,35.8004360516225,M
2497,04092015456,QDOBA MEXICAN GRILL #612,210A HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4690,2009-08-27T00:00:00.000Z,Restaurant,-78.5102840064393,35.7964413271628,M
2498,04092030222,CHICK-N-QUE (WCID #377),940 Main Campus RD ,In Front of Venture I Bldg (NCSU Centennial),RALEIGH,NC,27606,(919) 369-7788,2010-06-29T00:00:00.000Z,Mobile Food Units,-78.678317734706,35.7728236983517,M
2499,04092030223,Valentino`s (WCID 378),4820 Signett DR ,,RALEIGH,NC,27615,(919) 376-5814,2010-07-09T00:00:00.000Z,Mobile Food Units,-78.5833930377666,35.8515075314198,M
2500,04092015687,MAMI NORA`S CHICKEN,2401 WAKE FOREST  RD ,,RALEIGH,NC,27608,(919) 834-8572,2010-08-02T00:00:00.000Z,Restaurant,-78.6271485048846,35.8137382519009,M
2501,04092110467,Wakefield 9th Grade Center Cafeteria,931 Durham Hwy,,WAKE FOREST,NC,27587,(919) 570-2203,2007-08-21T00:00:00.000Z,Public School Lunchrooms,-78.5417840802892,35.9765666067893,M
2502,04092017481,ANOTHER BROKEN EGG CAFE,1103 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0718,2016-12-04T00:00:00.000Z,Restaurant,-78.8892943356923,35.8483623790764,M
2503,04092016152,CLARK DINING HALL,221 JENSEN  DR ,,RALEIGH,NC,27695,(919) 513-4680,2012-02-09T00:00:00.000Z,Restaurant,-78.6787287378212,35.784482781381,M
2504,04092016163,FLYING BURRITO,4800 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 785-2734,2012-04-18T00:00:00.000Z,Restaurant,-78.7161507566976,35.8711264797489,M
2505,04092016788,RALPH E. CAPPS TEEN CENTER GRILL,721 N. RALEIGH BLVD.,,RALEIGH,NC,27610,(919) 250-3595,2014-10-16T00:00:00.000Z,Restaurant,-78.6139586441026,35.7916948642528,M
2506,04092021322,Harris Teeter #58 Meat/Seafood,750 W Williams ST ,,APEX,NC,27502,(919) 362-3782,2005-04-13T00:00:00.000Z,Food Stand,-78.86276063464,35.7380321824814,M
2507,04092021332,Lowes Foods #218 Produce ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,-78.7377914877797,35.8856728112998,M
2508,04092014392,Dairy Queen,12271 Capital Blv,,WAKE FOREST,NC,27587,(919) 554-2564,2005-09-26T00:00:00.000Z,Restaurant,-78.5397863229448,35.9809004132988,M
2509,04092017011,CREMA AT CITY PLAZA,421 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 834-7279,2015-08-27T00:00:00.000Z,Restaurant,-78.6393641386815,35.7744099444598,T
2510,04092300004,Larry`s Supermarket -Meat Market,2041 MILBURNIE RD ,,RALEIGH,NC,27610-2211,(919) 834-0152,1991-12-05T00:00:00.000Z,Meat Market,-78.6129262987145,35.7887822197923,M
2511,04092110015,Enloe High School Cafeteria,128 CLARENDON CRES ,,RALEIGH,NC,27610-2408,(919) 856-7901,1991-10-28T00:00:00.000Z,Public School Lunchrooms,-78.6033381852703,35.7842468595984,M
2512,04092015783,JUMBO CHINA RESTUARANT ,1518 BROAD ST ,,FUQUAY VARINA,NC,27526-8363,(919) 577-7098,2011-08-12T00:00:00.000Z,Restaurant,-78.8024805167311,35.6048607152763,M
2513,04092015999,NATIONWIDE CAFETERIA/4401 BISTRO,4401 CREEDMOOR RD ,,RALEIGH,NC,27612-3814,(919) 881-3517,2011-09-23T00:00:00.000Z,Restaurant,-78.6873853366235,35.841180081533,M
2514,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012-07-09T00:00:00.000Z,Restaurant,-78.4951784817424,35.9673291023392,M
2515,04092021893,FOOD LION #1654 PRODUCE,7440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 981-0402,2015-10-21T00:00:00.000Z,Food Stand,-78.5397700021298,35.8745401778051,M
2516,04092021894,FOOD LION #2534 PRODUCE,13200 NEW FALLS ON NEUSE RD ,,RALEIGH,NC,27614,(919) 562-8912,2015-10-21T00:00:00.000Z,Food Stand,0,0,U
2517,04092021901,FOOD LION #723 PRODUCE,7053 US 64 HWY E ,,KNIGHTDALE,NC,27545,(919) 266-5164,2015-10-27T00:00:00.000Z,Food Stand,0,0,U
2518,04092020818,Han-Dee Hugo`s #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997-11-04T00:00:00.000Z,Food Stand,-78.6995463101375,35.7570151456052,M
2519,04092021549,HARRIS TEETER #257 MEAT/SEAFOOD,2080 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 233-9483,2008-09-19T00:00:00.000Z,Food Stand,-78.7806870612155,35.7356746138576,M
2520,04092015239,SUNNY`S DINER,8710-104 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 787-7715,2008-09-25T00:00:00.000Z,Restaurant,-78.7450393587516,35.887364542887,M
2521,04092015244,S-MART CAFE,1000 RYAN RD ,,CARY,NC,27511,(919) 469-0559,2008-10-01T00:00:00.000Z,Restaurant,-78.7667713241985,35.7767481496216,M
2522,04092300243,HARRIS TEETER #311 MEAT MARKET,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27502,(919) 552-1596,2009-09-10T00:00:00.000Z,Meat Market,-78.8392086131608,35.6398757200569,M
2523,04092015473,DUNKIN DONUTS 348408,13600 NEW FALLS OF NEUSE RD ,STE 100,RALEIGH,NC,27614,(919) 556-0335,2009-09-21T00:00:00.000Z,Restaurant,-78.557517758296,35.9431637795439,M
2524,04092014962,IHOP-Midway Plantation #3180,6707 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 266-0418,2007-09-26T00:00:00.000Z,Restaurant,-78.5054402687096,35.7975232154479,M
2525,04092014964,Kaze Japanese Steakhouse,1227 Timber  DR E ,,GARNER,NC,27529,(919) 329-6789,2007-09-28T00:00:00.000Z,Restaurant,-78.5754477177384,35.6889445391604,M
2526,04092014968,Starbucks Coffee Co,204-200 Crossroads BLVD ,,CARY,NC,27511,(919) 233-4905,2007-10-09T00:00:00.000Z,Restaurant,-78.7414731102216,35.7611892324024,M
2527,04092014407,Subway,6320 Capital Blvd,,RALEIGH,NC,27616,(919) 878-1777,2005-09-28T00:00:00.000Z,Restaurant,-78.5784700157096,35.870736337545,M
2528,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 374-2960,2011-01-07T00:00:00.000Z,Food Stand,-78.4951784817424,35.9673291023392,M
2529,04092017056,HERO'S PUB,7440-8 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 706-5750,2015-10-14T00:00:00.000Z,Restaurant,-78.6460466944646,35.8816062552177,M
2530,04092017077,MORE.,116-100 N WEST ST ,,RALEIGH,NC,27603,(919) 926-8415,2015-11-05T00:00:00.000Z,Restaurant,-78.6460808704542,35.778798427277,T
2531,04092017074,"RISE BISCUITS &amp; DONUTS",6325-33 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(984) 200-5751,2015-11-05T00:00:00.000Z,Restaurant,-78.6210241820689,35.8686928139991,M
2532,04092040345,MJ'S HOT DOGS (WCID #553),100 W JONES ST ,,RALEIGH,NC,27601,,2017-03-21T00:00:00.000Z,Pushcarts,-78.6371958286121,35.7820159644046,M
2533,04092017565,LOS GUANACOS,1431 GARNER STATION BLVD ,,RALEIGH,NC,27603,(919) 374-8060,2017-03-09T00:00:00.000Z,Restaurant,-78.6541621464953,35.7228844809698,M
2534,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015-09-30T00:00:00.000Z,Restaurant,-78.6905454133241,35.7944391561464,M
2535,04092017094,J J CHINA,3607 DAVIS DR ,STE 114,MORRISVILLE,NC,27560,(919) 380-7168,2015-12-07T00:00:00.000Z,Restaurant,-78.8497624430532,35.8213035747677,M
2536,04092017100,DUNKIN DONUTS BASKIN ROBBINS #344346 ,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2015-12-15T00:00:00.000Z,Restaurant,-78.8469404830833,35.8180424717585,M
2537,04092013029,PNC CLUB KITCHEN,1400 EDWARDS MILL RD,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T00:00:00.000Z,Restaurant,-78.7229362924689,35.8032418948571,M
